run_dir,problem,number_of_variables,number_of_eval,population_size,offspring_population_size,number_of_islands,migrant_selection_strategy,migration_interval,number_of_emigrants,island,step,evaluation,best_fitness,island_best_so_far,global_best_at_evaluation,global_best_so_far
C:\Users\piotr\UMISI\bielaszek\islandsEA_student_fork\islands_desync\logs\smoke_descrete_random_topologies\Trp520\s0001 12wr-co12ilu1,Trp5,20,96,8,4,12,worst,12,1,9,13,60,-16.0,-16.0,-18.0,-18.0
C:\Users\piotr\UMISI\bielaszek\islandsEA_student_fork\islands_desync\logs\smoke_descrete_random_topologies\Trp520\s0001 12wr-co12ilu1,Trp5,20,96,8,4,12,worst,12,1,9,14,64,-16.0,-16.0,-18.0,-18.0
C:\Users\piotr\UMISI\bielaszek\islandsEA_student_fork\islands_desync\logs\smoke_descrete_random_topologies\Trp520\s0001 12wr-co12ilu1,Trp5,20,96,8,4,12,worst,12,1,9,15,68,-16.0,-16.0,-18.0,-18.0
C:\Users\piotr\UMISI\bielaszek\islandsEA_student_fork\islands_desync\logs\smoke_descrete_random_topologies\Trp520\s0001 12wr-co12ilu1,Trp5,20,96,8,4,12,worst,12,1,9,16,72,-16.0,-16.0,-18.0,-18.0
C:\Users\piotr\UMISI\bielaszek\islandsEA_student_fork\islands_desync\logs\smoke_descrete_random_topologies\Trp520\s0001 12wr-co12ilu1,Trp5,20,96,8,4,12,worst,12,1,9,17,76,-16.0,-16.0,-18.0,-18.0
C:\Users\piotr\UMISI\bielaszek\islandsEA_student_fork\islands_desync\logs\smoke_descrete_random_topologies\Trp520\s0001 12wr-co12ilu1,Trp5,20,96,8,4,12,worst,12,1,9,18,80,-16.0,-16.0,-19.0,-19.0
C:\Users\piotr\UMISI\bielaszek\islandsEA_student_fork\islands_desync\logs\smoke_descrete_random_topologies\Trp520\s0001 12wr-co12ilu1,Trp5,20,96,8,4,12,worst,12,1,9,19,84,-16.0,-16.0,-19.0,-19.0
C:\Users\piotr\UMISI\bielaszek\islandsEA_student_fork\islands_desync\logs\smoke_descrete_random_topologies\Trp520\s0001 12wr-co12ilu1,Trp5,20,96,8,4,12,worst,12,1,9,20,88,-16.0,-16.0,-19.0,-19.0
C:\Users\piotr\UMISI\bielaszek\islandsEA_student_fork\islands_desync\logs\smoke_descrete_random_topologies\Trp520\s0001 12wr-co12ilu1,Trp5,20,96,8,4,12,worst,12,1,9,21,92,-17.0,-17.0,-19.0,-19.0
C:\Users\piotr\UMISI\bielaszek\islandsEA_student_fork\islands_desync\logs\smoke_descrete_random_topologies\Trp520\s0001 12wr-co12ilu1,Trp5,20,96,8,4,12,worst,12,1,9,22,96,-17.0,-17.0,-19.0,-19.0
